index,MT_labels,clean_tweet,final_label,raw_tweet
2755,"[1, 1, 1]",just want sushi girlfriend blunt,1,"I just want sushi, my girlfriend and a blunt"
2756,"[1, 1, 1]",blunt therapeutic,1,this blunt is therapeutic.
2757,"[1, 1, 0]",selling molly n acid lmk,1,SELLING MOLLY N ACID LMK
2758,"[0, 0, 0]",flappyfingers dope sending now,0,@flappyfingers dope sending now
2759,"[0, 1, 1]",tired spending money on weed,1,tired of spending money on weed..
2760,"[0, 0, 1]",free dope,0,Free dope
2761,"[1, 1, 1]",everyone just needs head blunt,1,"""Everyone just needs some head and a blunt"""
2762,"[1, 1, 1]",think might stop smoking weed,1,I think i might stop smoking weed...
2763,"[0, 0, 0]",got dope collabs on way,0,Got some dope collabs on the way
2764,"[1, 1, 1]",kush blunt,1,Kush blunt
2765,"[0, 0, 0]",paintball dope today,0,Paintball was dope today
2766,"[1, 0, 0]",smashed finger in front door omw buy blunt wraps covered in snot tears n blood n still not high fuck today,0,i smashed my finger in the front door omw to buy blunt wraps. i'm covered in snot tears n blood n i'm still not high. fuck today
2767,"[1, 0, 1]",need pretty shaved pussy like crack head needs take hit like h heroin addict needs pump heroin vein get sick,1,I need pretty shaved pussy like a crack head needs to take a hit like h heroin addict needs to pump heroin  their vein's or I get sick
2768,"[1, 0, 0]",coke before whitney,0,So he did coke before Whitney.
2769,"[1, 1, 1]",sit back get smacked get stoned,1,"sit back, get smacked, get stoned"
2770,"[1, 0, 0]",scarahliz pants dope love hard,0,@scarahliz Those pants are dope! Love them so hard!
2771,"[1, 0, 0]",just met angrypicnic dope dude,0,"--Just met with AngryPicnic, dope dude"
2772,"[1, 0, 1]",stopped smoking right ass dream smoking weed actually feeling high in morning wtf,1,So i stopped smoking right..... and my ass be having dream of me smoking weed    And i actually be feeling high in the morning WTFFF
2773,"[1, 1, 1]",yeah need smoke blunt,1,yeah i need to smoke a blunt
2774,"[0, 0, 0]",can speak heavy lifters goal in working out lean preworkout bomb n URL,0,"I can't speak for heavy lifters, but if your goal in working out is to be lean this preworkout is the bomb "" it's n  https://t.co/VcFTqfNssk"
2775,"[1, 1, 1]",blunt under mistletoe,1,Its a blunt under my mistletoe
2776,"[1, 1, 1]",blunt lampost,1,A blunt and lampost
2777,"[0, 0, 0]",jakayla blunt,0,Jakayla is so blunt ...
2778,"[0, 0, 0]",dope week long,0,"Dope week, but long."
2779,"[0, 1, 0]",don sleep smoke dope,0,I don't sleep so I smoke the dope
2780,"[0, 0, 1]",blunt n whatab,0,"blunt n whatab """
2781,"[0, 0, 0]",dope ass run,0,Dope ass run
2782,"[1, 1, 1]",steady smoking dope not stressing,1,"I'm steady smoking dope, so i'm not stressing."
2783,"[1, 1, 1]",need ganja in life rn,1,I need some Ganja in my life rn
2784,"[1, 1, 1]",blunt hoggers,1,"Blunt hoggers """""""
2785,"[0, 0, 0]",house party dope,0,House party is dope
2786,"[1, 1, 1]",eazye93 catladypotato also lots marijuana,1,@EazyE93 @catladypotato also lots of marijuana
2787,"[1, 1, 1]",j walker going make pot,1,@j_walkerrr ***going to make pot
2788,"[1, 1, 1]",finally off work skipping class need weed,1,"finally off work, skipping class... i need weed"
2789,"[0, 0, 0]",bjorkswandress smiths dope tbh,0,@bjorkswandress smiths are dope tbh
2790,"[0, 0, 0]",movie lowriders looks dope,0,The movie Lowriders looks dope
2791,"[1, 1, 1]",weed house smoke,1,Being weed to my house and smoke it.
2792,"[0, 0, 0]",jaden stanley7 alright dope ll let know,0,@jaden_stanley7 Alright dope I'll let you know
2793,"[1, 0, 1]",bed dope af,1,My bed is dope af
2794,"[0, 0, 0]",last night very dope,0,Last night was very dope ..
2795,"[1, 1, 1]",smoke weed cherub,1,smoke weed to cherub
2796,"[1, 1, 1]",roll dope,1,Roll that dope
2797,"[0, 0, 0]",liquor not dope,0,Liquor is not dope
2798,"[0, 0, 0]",finally watching dope,0,FINALLY watching dope
2799,"[0, 0, 0]",dope bro URL,0,This is dope bro!!! https://t.co/w6uouqo2gC
2800,"[1, 1, 1]",adrianmj23 how much weed,1,@adrianmj23 how much weed?
2801,"[1, 1, 1]",where baddie smokes weed,1,Where's a baddie that smokes weed ?
2802,"[0, 1, 0]",rocket league dope,0,Rocket league is dope.
2803,"[1, 1, 1]",smoke weed chill,1,smoke weed and chill
2804,"[1, 1, 1]",hungover where weed,1,I'm hungover where's the weed at
2805,"[0, 0, 0]",jimmy lovine thinks dope,0,Jimmy lovine thinks I'm dope
2806,"[0, 0, 0]",tonight actually pretty dope URL,0,Tonight was actually pretty dope.   https://t.co/PPjLNLTGc5
2807,"[0, 0, 0]",not smoke pot,0,I do not smoke pot
2808,"[1, 1, 0]",cheesepizza thought weed bag lol,1,@Cheesepizza_ I thought it was a weed bag lol
2809,"[1, 1, 1]",nasjacks10 weed baby lungs,1,@nasjacks10 weed if you dont have baby lungs
2810,"[1, 0, 1]",smoke weed breakfast,1,I smoke weed for breakfast
2811,"[1, 1, 1]",acid trip beach on tuesday one best days ve ever,1,the acid trip i had at the beach on tuesday was one the best days i've ever had.
2812,"[1, 0, 0]",fuckin dope lol,0,Thats fuckin dope lol
2813,"[0, 0, 0]",kinda feels like when gotta pee glued bed don get up run pot til just pissed yaself,0,Kinda feels like when you gotta pee but you glued to the bed and you don't get up to run to pot til you just about pissed yaself
2814,"[0, 0, 1]",dope ps,0,That was a dope psss
2815,"[0, 0, 0]",now dope URL,0,now THAT'S dope! https://t.co/EtAIyh9Cqz
2816,"[0, 1, 0]",blow up hollywood,0,Blow up Hollywood
2817,"[1, 1, 1]",really dead now need blunt,1,I'm really dead now I need a blunt
2818,"[0, 1, 0]",super blunt honest,0,I'm super blunt and honest
2819,"[1, 1, 1]",back home finishing blunt naptime,1,"Back home , finishing this blunt and its naptime  "
2820,"[1, 0, 0]",weed naps on moon,0,Weed naps on the moon
2821,"[0, 0, 0]",d dope funeral URL,0,That'd be a dope funeral https://t.co/E3qtOz2b46
2822,"[1, 1, 1]",blunt bowls,1,blunt or bowls
2823,"[0, 0, 0]",low key gonna pissed hit black ice spill buffalo veggie soup otw poplarville,0,Low key gonna be pissed if I hit some black ice and spill my buffalo veggie soup otw to poplarville
2824,"[0, 1, 0]",lamont johnson second picture dope asf,0,@lamont__JOHNSON that second picture is dope asf
2825,"[1, 1, 0]",gonna red super bowl k c hotlanta bank on,1,Gonna be a red Super bowl! K.c. hotlanta!!! Bank on it!
2826,"[0, 0, 0]",bath bouta smack,0,This bath is bouta smack
2827,"[1, 0, 0]",hoody on cheery coke black n mild on corner listening joebudden going thru right now,0,"Hoody on, cheery coke, black n mild on the corner listening @JoeBudden. Going thru it right now."
2828,"[1, 1, 1]",acid trip solangeknowles,1,Acid trip @solangeknowles
2829,"[0, 0, 1]",got dope money in balmains,0,i got dope money in my Balmains
2830,"[1, 1, 0]",even smoke weed anymore,1,And even smoke weed....anymore
2831,"[1, 1, 1]",need fat blunt lol,1,I need a fat blunt lol
2832,"[0, 0, 0]",okay actually dope URL,0,Okay that's actually dope https://t.co/A84WgaX2iv
2833,"[0, 0, 0]",pineapple pizza bomb,0,Pineapple pizza is bomb
2834,"[1, 1, 1]",tryin smoke blunt,1,I'm tryin' to smoke a blunt...
2835,"[1, 1, 1]",need dope,1,I need some dope
2836,"[0, 1, 1]",bring weed snack homo,1,bring me weed and a snack to HoMo
2837,"[0, 0, 1]",one glass wine buzzed,0,This one glass of wine has me buzzed.
2838,"[0, 1, 0]",ok koria twelfth night dope shit,0,@ok_koria Twelfth Night = dope shit
2839,"[1, 1, 0]",katelynx4 smoke up,1,@katelynx4 smoke up
2840,"[1, 0, 0]",dope af own way,0,be dope af your own way
2841,"[0, 0, 0]",thailand could dope too,0,Thailand could be dope too
2842,"[0, 0, 0]",bell got smacked,0,Bell got smacked
2843,"[0, 1, 1]",gettin off dope smokes,1,Gettin off the dope smokes
2844,"[1, 1, 1]",eats weed brownie,1,*Eats a weed brownie*
2845,"[1, 1, 1]",iamflautisto dgneener smoke bowl drink cup coffee,1,@IamFlautisto @dgneener smoke a bowl and drink a cup of coffee
2846,"[1, 1, 0]",sleep would dope rn,1,Sleep would be so dope rn
2847,"[0, 0, 0]",blow up,0,What if I blow up
2848,"[1, 1, 1]",NUMBER people overdosed on heroin yesterday in evansville wtf,1,7 people overdosed on heroin yesterday in Evansville...wtf
2849,"[1, 0, 1]",honestly wish could smoke weed while pregnant because know ll help nauseous n shit,1,I honestly wish you could smoke weed while pregnant because I know it'll help with being nauseous n shit
2850,"[0, 0, 0]",ll blunt tired,0,"And I'll be blunt, i'm tired of it."
2851,"[1, 1, 1]",haley420 cool canned weed,1,@HALEY420 cool canned weed...
2852,"[1, 0, 0]",y all knew know dope,0,"Y'all knew ""I Know"" was about dope???"
2853,"[0, 0, 1]",amped edc,0,I'm so amped for EDC!
2854,"[1, 0, 1]",coke new weed,1,Coke IS the new weed
2855,"[0, 1, 1]",nothing worse coming home smacked no food,1,Nothing is worse than coming home smacked to no food.
2856,"[1, 0, 1]",xtc tonight,1,XTC tonight
2857,"[1, 0, 1]",everything dope around,1,Everything dope around me
2858,"[1, 0, 0]",wanna live in glass house on mountain drink super dirty martinis all day few dope huskies love pulling around on sled,0,"wanna live in a glass house on a mountain "" drink super dirty martinis all day with a few dope huskies that love pulling me around on a sled"
2859,"[1, 1, 1]",wow need fucking blunt,1,WOW I NEED A FUCKING BLUNT
2860,"[1, 1, 1]",good weed fire ass vegeterian resturants in bay area how flowin now days,1,good weed and fire ass vegeterian resturants in The Bay Area. its how im flowin now a days
2861,"[1, 1, 1]",gerfingerpoken2 barry can go smoke dope in library,1,@gerfingerpoken2 Barry can go smoke dope in the library
2862,"[1, 0, 1]",xtc move next time in dallas lol,1,XTC the move next time I'm in Dallas lol
2863,"[1, 0, 0]",NUMBER months since ve smoked weed,0,7 months since i've smoked weed.
2864,"[0, 0, 0]",jk weed don smoke,0,Jk what's weed? I don't smoke
2865,"[1, 1, 1]",getting off everyday hella weed smoke,1,"Getting off everyday and having hella weed to smoke """""" "
2866,"[0, 0, 0]",just got dope ace,0,Just got a dope ace
2867,"[1, 0, 1]",brothers growing weed in basement lmao,1,My brothers growing weed in their basement lmaooo
2868,"[1, 0, 0]",gunhayer bouta get smacked,0,@gunhayer bouta get smacked
2869,"[0, 1, 0]",actually dope af URL,0,This is actually dope af https://t.co/SwOrfPjREB
2870,"[0, 0, 0]",wallet dope URL,0,This wallet is dope https://t.co/zybIZU7DDM
2871,"[1, 0, 1]",thatfalcokid even over smoking weed,1,@thatfalcokid even over smoking weed?
2872,"[0, 0, 0]",erinxmanning yungjaqk dope friends love pullman,0,@erinxmanning @yungjaqk I have such dope friends. Love Pullman
2873,"[0, 0, 0]",fall in love best friend dope,0,Fall in love with best friend. It's dope
2874,"[0, 0, 0]",very dope actually,0,Very dope actually.
2875,"[0, 1, 0]",speed dating dope,0,Speed Dating is dope
2876,"[0, 0, 0]",kgeorgii7 dope nightt,0,@kgeorgii7 such a dope nightt
2877,"[1, 1, 1]",got weed liquor lit,1,"I got weed "" liquor itsssss lit"
2878,"[1, 0, 1]",putnam got smacked today huh,1,So Putnam got smacked today huh
2879,"[0, 0, 0]",wasted much time on h,0,i wasted so much time on h
2880,"[1, 1, 1]",start day without blunt,1,I cant start my day without a blunt*
2881,"[0, 0, 0]",well black ice almost took life today,0,well black ice almost took my life today
2882,"[1, 1, 1]",coffee weed go good together,1,Coffee and weed go so good together
2883,"[1, 1, 1]",andythescammer all smoke pot,1,@AndyTheScammer all i smoke is pot
2884,"[0, 0, 0]",need get dope ass coat,0,I need to get a dope ass coat
2885,"[1, 1, 1]",weed deserve smoke break,1,weed deserve a smoke break
2886,"[0, 0, 1]",need drinks blunt oomf,0,"I need some drinks, a blunt, and oomf"
2887,"[1, 1, 1]",coffee weed breakfast,1,"Coffee "" weed for breakfast"
2888,"[0, 0, 1]",amped tonight,0,So amped for tonight
2889,"[1, 1, 0]",oneiori acid great right,1,@oneiori acid is great right?
2890,"[1, 1, 0]",more weed,1,More? Weed?
2891,"[0, 0, 0]",movie sing actually pretty dope lol,0,That movie Sing was actually pretty dope lol
2892,"[1, 1, 1]",wake up spark blunt take shot say prayer whatever gotta get started,1,"Wake up, spark a blunt, take a shot, say a prayer...whatever you gotta do to get yourself started."
2893,"[0, 0, 1]",ll suck balls blunt,0,"""i'll suck you balls for a blunt"""
2894,"[1, 1, 1]",wake up sell weed someone,1,wake up and sell me weed someone
2895,"[1, 1, 1]",discipiine watch on acid ll change,1,"@discipIine_ watch it on acid, it'll change you."
2896,"[1, 1, 1]",true gordo blunt blunt,1,@The_True_Gordo blunt blunt
2897,"[0, 1, 0]",like ve literally never even smoked cigarette in life ve always around secondhand smoked weed now lungs fucked,0,"Like I've literally never even smoked a cigarette in my life but I've always been around secondhand "" smoked weed "" now my lungs are FUCKED"
2898,"[1, 1, 1]",jefloyd18 just singing in acid rain just singing in acid rain glorious feeling happy again just singing in acid,1,"@Jefffloyd18 Just singing in the acid rain, just singing in the acid rain, what a glorious feeling I'm happy again, Just singing in my acid"
2899,"[1, 1, 0]",gunna make dope shit today,1,gunna make some dope shit today.
2900,"[1, 0, 1]",lady in hospital bed next just asked weed,1,The lady in the hospital bed next to me just asked if I have weed
2901,"[0, 0, 0]",cherry vanilla beans dope totally hooked,0,this cherry vanilla beans is dope im totally hooked!!
2902,"[0, 1, 1]",realdonaldtrump legalize weed bitch,1,@realDonaldTrump legalize weed bitch
2903,"[1, 1, 1]",need blunt fam,1,I need a blunt fam.
2904,"[0, 1, 1]",reefer weird word,1,Reefer such a weird word to me
2905,"[0, 1, 1]",jus bought pound weed,1,i jus bought a pound a weed
2906,"[0, 0, 0]",fangs dope want URL,0,Her fangs are sooo dope. I want some https://t.co/BrN7RRgASX
2907,"[0, 0, 0]",alright gotta admit dope,0,Alright I gotta admit that was dope
2908,"[0, 0, 0]",sarhee salwar qamiz looks dope lit,0,Sarhee and salwar qamiz looks so dope.and lit
2909,"[1, 1, 1]",need weed something,1,I need some weed or something
2910,"[0, 0, 0]",drchaeed super dope go,0,@DrChaeEd this is super dope ! Go him !
2911,"[0, 0, 0]",dope want URL,0,This is dope. I want it https://t.co/KfYn1GfDnA
2912,"[0, 0, 0]",terriecarnr well heroin diaries course,0,@TerrieCarrRnR well the heroin diaries of course..
2913,"[1, 1, 1]",still too sick even smoking weed,1,I'm still too sick to be even smoking weed
2914,"[0, 0, 0]",power rangers going dope,0,Power Rangers is going to be so dope
2915,"[0, 1, 0]",think d pretty dope,0,I think we'd be pretty dope
2916,"[1, 1, 1]",paying in weed,1,"paying in weed """
2917,"[1, 1, 1]",guess ll go outside smoke black,1,Guess I'll go outside and smoke this black
2918,"[0, 0, 0]",when bathroom attendant gives fist bump before going feel more obligated tip afterwards,0,"When the bathroom attendant gives you a fist bump before going, you feel more obligated to tip afterwards"
2919,"[1, 1, 1]",ugh wanna get high weed tastes like ash bong water,1,Ugh i wanna get high but this weed tastes like ash and bong water
2920,"[1, 1, 1]",man love weed tytlizard,1,"Man, I love weed @TYTLizard"
2921,"[0, 0, 0]",kristen bell dope in house lies,0,Kristen Bell was dope in House of Lies
2922,"[0, 0, 0]",carterday16 d dope miss guys too,0,@carterday16 that'd be dope miss you guys too
2923,"[0, 0, 0]",just saw pink charger dope af,0,Just saw a pink Charger and it was dope af
2924,"[0, 1, 1]",friend got wasted jumped,1,My friend got wasted and jumped.
2925,"[0, 0, 0]",black love dope,0,Black love is so dope.
2926,"[1, 1, 1]",ll take pot URL,1,I'll take pot. https://t.co/IKnmb5ArxX
2927,"[1, 0, 0]",however redline got amped up,0,"However, this redline got me amped up ""_""!"
2928,"[0, 0, 0]",l bell26 on mission dope,0,@L_Bell26 on a mission is dope
2929,"[0, 0, 0]",pretty dope custom jacket,0,Pretty dope custom jacket
2930,"[1, 1, 1]",food blunt sleep,1,Food ... blunt... sleep
2931,"[0, 0, 0]",dope tb squadd edco2k16,0,A dope Tb with the SQUADD #EDCO2k16
2932,"[1, 1, 1]",come smoke blunt tell day while eat out,1,Come smoke this blunt and tell me about your day while I eat you out
2933,"[1, 1, 1]",hey zack pass weed druggy,1,Hey Zack pass the weed you druggy
2934,"[0, 0, 0]",saw post dope,0,*I Saw Your Post* Dope?
2935,"[0, 0, 0]",gonna blunt now on,0,Gonna be blunt from now on
2936,"[1, 0, 0]",literally going just chill in room eat food smoke weed drink liquor waste time bang tf out plz,0,"If you are literally going to just chill in my room, eat my food, smoke my weed, drink my liquor and waste my time bang tf out plz"
2937,"[0, 0, 1]",unconditional love dope,0,That unconditional love... that's so dope
2938,"[1, 1, 0]",know dope man,1,Do you know the dope man ?
2939,"[0, 0, 0]",rain weed URL,0,It rain they weed https://t.co/vkOpSls3zI
2940,"[0, 0, 0]",one actually dope URL,0,This one is actually dope https://t.co/iwsVYA3WZt
2941,"[0, 1, 0]",hard not blow up,0,It's so hard to not blow up
2942,"[0, 0, 0]",limitless dope ass movie,0,Limitless Is A Dope Ass Movie.
2943,"[0, 1, 0]",dope date URL,0,dope date. https://t.co/V74be5H1d0
2944,"[0, 0, 0]",dwaynenjazz y all really dope love videos,0,@_dwaynenjazz y'all are really dope. Love your videos.
2945,"[1, 0, 1]",facetime blunt n sun,1,FaceTime the blunt n the sun
2946,"[1, 0, 1]",p0cahontus just weed lol,1,@p0cahontus_ but it's just weed lol
2947,"[1, 1, 0]",now thinking need blunt,1,Now that I'm thinking about it I need a blunt
2948,"[1, 1, 1]",time roll midnight blunt,1,Time to roll this midnight blunt
2949,"[1, 1, 1]",going inauguration free weed,1,Im going to the inauguration for the free weed
2950,"[0, 0, 0]",got dope photos coming soon,0,got some dope photos coming soon
2951,"[0, 1, 1]",smokin on dope cataracts,1,We smokin on dope that's for cataracts!
2952,"[0, 0, 0]",get candy bowl office,0,Do I get a candy bowl for my office?
2953,"[1, 1, 1]",someone come pick up take home ll buy blunt,1,Someone come pick me up and take me home I'll buy a blunt
2954,"[0, 1, 0]",neighbors think sellig dope ha,0,neighbors think im sellig dope   ha
2955,"[0, 0, 1]",dope d like URL,0,It's dope you'd like it https://t.co/b16FMiXF8a
2956,"[1, 0, 1]",ever wake up in middle night wide awake ready work work not open just start slangin dope same,1,You ever wake up in the middle of the night wide awake ready for work but work not open so you just start slangin dope? Same
2957,"[1, 1, 1]",got dope in hyde park,1,Who got dope in Hyde park
2958,"[1, 1, 1]",throat infection send weed popsicles roses,1,I have a throat infection :( send me weed popsicles and roses
2959,"[1, 0, 0]",trying convince nat cody go pot gold festival w denise hopefully go ll lit,0,"trying to convince nat and cody to go to the Pot of Gold festival w me and denise, hopefully they go! it'll be liiiiiitttttttttttt"
2960,"[0, 1, 0]",blunt get,0,I'm as blunt as they get
2961,"[1, 1, 0]",kebiinu grown dope fiend,1,@Kebiinu a grown Dope fiend
2962,"[0, 0, 0]",dope like santeria URL,0,DOPE LIKE SANTERIA https://t.co/EDqIiVhpqf
2963,"[1, 0, 0]",salvia bitches,0,salvia bitches
2964,"[1, 1, 0]",sweetkimmy84 smoking weed,1,@sweetkimmy84 are you smoking weed
2965,"[0, 0, 0]",orange juice bomb,0,Orange juice is so bomb
2966,"[1, 1, 1]",got blunt each problem,1,I got a blunt for each problem
2967,"[1, 1, 1]",blunt n chill,1,blunt n chill?
2968,"[1, 0, 0]",pretty dope meeting postmalone friends went high school,0,It's pretty dope meeting @PostMalone friends that he went to high school with
2969,"[0, 0, 0]",fog dope fuck,0,This fog dope as fuck
2970,"[1, 0, 0]",hit weed forgot,0,I hit the weed and forgot about it
2971,"[0, 0, 0]",dead ass burned pancakes started sobbing stress level high got no homework done giving up going bed,0,dead ass burned my pancakes and started sobbing my stress level is at an high i got no homework done and i'm giving up and going bed
2972,"[0, 0, 0]",theater plays dope man,0,"Theater and plays are so dope, man!"
2973,"[0, 1, 1]",femaletexts smoke dope,1,@FemaleTexts smoke dope
2974,"[0, 0, 0]",fuckind0pe roommate dope kayla cool,0,@Fuckind0pe having a roommate as dope as Kayla is cool
2975,"[1, 1, 1]",going back barbs,1,Going back to the barbs
2976,"[0, 1, 0]",just smoke bowl,0,just smoke a bowl about it
2977,"[0, 1, 0]",ptjunx not even weed,0,@ptjunx it's not even weed.
2978,"[0, 0, 0]",want black cat badly,0,I want a black cat so badly.
2979,"[0, 0, 1]",friends lot acid too,0,Me and my friends did a lot of acid too.
2980,"[0, 1, 0]",josh moon only thing left legalize marijuana,0,@Josh_Moon And the only thing left to do is legalize marijuana...
2981,"[1, 1, 1]",wants burn blunt w,1,Who wants to burn this blunt w me
2982,"[0, 0, 0]",d dope could positive,0,It'd be dope if I could be positive
2983,"[1, 1, 1]",drink water smoke weed,1,"Drink water, smoke weed"
2984,"[0, 1, 0]",sure on acid looks like URL,0,I'm sure this is what being on acid looks like https://t.co/ZmCSnQEeb9
2985,"[0, 0, 0]",want dope ass semester,0,I want to have a dope ass semester
2986,"[0, 0, 0]",polaroid cameras dope,0,Polaroid cameras are so dope
2987,"[0, 0, 0]",know late queenschristine dope,0,I know I'm late but @QueensChristine  is dope
2988,"[1, 1, 1]",popequanpaul ree66 shrooms dope,1,@PopeQuanPaul @Ree66 shrooms are dope
2989,"[1, 1, 1]",fuck miss weed,1,FUCK I MISS WEED
2990,"[0, 0, 0]",currently getting wasted off chocolate milk,0,currently getting wasted off chocolate milk
2991,"[0, 0, 0]",ukraine candy bomb af,0,This Ukraine candy is bomb af
2992,"[1, 1, 1]",smoke blunt not,1,To smoke this blunt or not
2993,"[1, 0, 0]",master none dope ass shpw,0,Master Of None is a dope ass shpw
2994,"[1, 1, 1]",wanna go beach smoke blunt,1,I wanna go to the beach and smoke a blunt
2995,"[1, 0, 1]",sell weed smd,1,"If you sell weed, smd."
2996,"[1, 1, 1]",cspan ll just keep smoking marijuana,1,@cspan i'll just keep smoking marijuana
2997,"[0, 0, 1]",acid get now,0,acid. i get it now.
2998,"[0, 0, 0]",marijuana legalized not worth continuous stench absolutely scandalous,0,"marijuana being legalized is not worth the continuous stench, absolutely scandalous."
2999,"[0, 0, 1]",scenery downtown dope,0,The scenery downtown is so dope.
3000,"[0, 0, 0]",tonight hella dope,0,Tonight was hella dope
3001,"[0, 0, 0]",going dope wants go URL,0,This is going to be so Dope ! Who wants to go with me ?! https://t.co/9mfqim3x0E
3002,"[1, 1, 1]",ri trill need blunt,1,@Ri_Trill_ I need a blunt
3003,"[0, 0, 0]",hit best crock pot recipes,0,Hit me with your best crock pot recipes
3004,"[0, 0, 0]",corinne needs damn smack,0,Corinne needs a damn smack
3005,"[1, 0, 0]",uziwarhol omg thc in weed stop lying,0,@UziWarhol omg thc in weed stop lying
3006,"[0, 0, 0]",ran into mackson jack in line take pee dope good meet bro until next time,0,"Ran into @mackson__jack in the line to take a pee and that was dope, good to meet you bro, until next time   "
3007,"[1, 1, 0]",gas in blunt,1,Gas in my blunt
3008,"[0, 0, 0]",estefanguerrero super dope deeg,0,@EstefanGuerrero that's super dope deeg!
3009,"[0, 0, 1]",run up dope,0,Run up is dope
3010,"[1, 1, 1]",need chill weed lol,1,i need to chill with the weed lol
3011,"[1, 1, 0]",come smoke weed bitch,1,Coooooooome smokkkke my weed biiiiitch
3012,"[1, 1, 1]",thetigersez pf smoking heroin time honey,1,"@thetigersez Pfff. Smoking? It's heroin time, honey."
3013,"[0, 0, 0]",ancell brennon got dope ass cummins,0,@Ancell_Brennon but you got a dope ass Cummins!
3014,"[1, 1, 1]",today wanted smoke weed,1,Today I wanted to smoke weed.
3015,"[1, 1, 1]",smoking dope in mountains,1,Smoking my dope in the mountains..
3016,"[0, 1, 1]",bitch ass nigga really came work tryna fight bc didn let smoke weed like NUMBER months ago fasholy got pieced tho,1,This bitch ass nigga really came to my work tryna fight bc I didn't let him smoke my weed like 6 months ago. He fasholy got pieced tho.
3017,"[1, 1, 1]",weed nap,1,Weed nap
3018,"[1, 1, 1]",things d blunt rn,1,the things i'd do for a blunt rn
3019,"[0, 0, 0]",blow up soon,0,I'm about to blow up soon!
3020,"[1, 1, 1]",nope love marijuana URL,1,"nope, love marijuana myself   https://t.co/yRemntrh7I"
3021,"[1, 0, 0]",dope beat,0,That's a dope beat
3022,"[0, 0, 0]",e field trip dope,0,eeee this field trip about to be dope
3023,"[0, 0, 0]",roommate just said going smack,0,My roommate just said she going to smack me
3024,"[1, 1, 1]",andreaakathleen smoke bowl eat,1,@andreaakathleen smoke a bowl then eat it
3025,"[1, 1, 0]",taylieeleigh smoke out,1,@taylieeleigh smoke out
3026,"[1, 0, 0]",y all need take deep breathe take chill pill smoke blunt together ll fine,0,"Y'all need to take a deep breathe, take a chill pill and smoke a blunt together and you'll be fine"
3027,"[1, 1, 1]",doctor asked ever smoked marijuana in past said yes mean technically isn yesterday past,1,"Doctor asked me if I ever smoked marijuana in the past and I said yes...I mean technically, isn't yesterday the past?"
3028,"[0, 1, 0]",say no fentanyl in hell presctibes fentanyl tabs URL,0,Say NO to Fentanyl! Who in the hell presctibes Fentanyl tabs?! https://t.co/tdcgoDmIyL
3029,"[0, 0, 0]",need dope photographer videographer tour,0,"I Need A Dope Photographer "" Videographer For This Tour"
3030,"[1, 1, 1]",sos need weed asap,1,SOS NEED WEED ASAP
3031,"[1, 1, 1]",pink funk just sad acid cigars anyone,1,@pink_funk just sad..acid  cigars anyone?
3032,"[0, 0, 0]",fabricarecords realdonaldtrump thinking fentanyl honestly coma,0,"@FabricaRecords @realDonaldTrump i was thinking fentanyl, honestly. or a coma."
3033,"[0, 0, 1]",trains dope,0,Trains are dope
3034,"[0, 0, 0]",missamerika 22 tried smack em,0,@MissAmerika_22 you tried it? Did you smack'em?
3035,"[1, 1, 1]",one lit up blunt,1,"""Which one of you lit up the blunt?"""
3036,"[0, 0, 1]",philly dope fuck,0,Philly is dope as fuck.
3037,"[0, 0, 0]",waking up just cudi dope mornings,0,Been waking up to just what I am by cudi. Been some dope mornings.
3038,"[1, 1, 1]",get high buy more bud,1,Lets get high. Buy more bud.
3039,"[1, 1, 1]",too lazy roll own blunt,1,too lazy to roll my own blunt
3040,"[0, 0, 0]",watch dope URL,0,Watch this if your dope https://t.co/ZWoAuSxuLx
3041,"[0, 0, 0]",nuno916 dope enjoy sir,0,"@Nuno916 dope, enjoy sir!!!"
3042,"[0, 0, 1]",sun showers dope,0,These sun showers are dope
3043,"[0, 0, 0]",super bowl set,0,Super bowl is set!
3044,"[1, 1, 1]",rollin up breakfast blunt,1,Rollin up my breakfast blunt
3045,"[1, 1, 1]",smoke blunt fuck,1,What to do what to do what to do................ Smoke this blunt fuck it..
3046,"[0, 0, 0]",tonight bouta dope,0,Tonight's bouta be dope
3047,"[1, 1, 1]",weed cookies lunch love job,1,Weed cookies for lunch. I love my job.
3048,"[1, 1, 1]",time blunt nap everything,1,Time for a blunt that nap was everything
3049,"[1, 1, 1]",smoked much weed morning drank many beers when woke up,1,i smoked so much weed this morning and then drank so many beers when i woke up
3050,"[0, 0, 1]",first day pretty dope,0,First day was pretty dope
3051,"[1, 1, 1]",bad bitch sniffin on coke heard got pack taking all dope,1,Bad bitch sniffin on that coke  I heard he got that pack Im taking all that dope
3052,"[1, 0, 0]",ludachris lowkey dope af wish like NUMBER years older could listened while new,0,Ludachris is lowkey dope af i wish i was like 5 years older so i could have listened while it was new
3053,"[1, 0, 0]",tv show dope af,0,This tv show is dope af
3054,"[0, 1, 1]",want infinite weed,1,i want infinite weed
3055,"[0, 0, 0]",grayson hoodie dope URL,0,grayson's hoodie is dope https://t.co/70EUILorzL
3056,"[1, 1, 1]",got weed out here,1,Who got some weed out here ?
3057,"[0, 1, 0]",slept on sons anarchy while dope balls tbh,0,I slept on Sons of Anarchy for a while but it's dope as balls tbh
